csd_code,q,Stoichiometry,num_atoms,ligands_list,tm_oxs,ligands_q_list,reduction_pot
NAHGEM,0,C14H28Cl2FeN2,47,"['CC(N=CC=NC(C)C(C)(C)C)C(C)(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.9623878088074054
ZOMKOF,0,C16H24Cl2FeN6,49,"['CN1CCN(C)C1=Nc1ccccc1N=C1N(C)CCN1C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.11357464349046537
YOQKIA,1,C12H16F3FeN4O6S(1+),43,"['CC#N', 'CC(=O)Nc1cccc(NC(C)=O)n1', 'O', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, 0, 0, -1]",1.1700339977966665
UPOXEF,1,C17H16FeN3O2(1+),39,"['[C-]#[O+]', '[C-]#[O+]', '[c-]1c2cccc1CNCc1cccc(n1)CNC2']",2,"[0, 0, -1]",1.0227353260571685
GADMOR,-1,C3H9FeN6O6(1-),25,"['NNC(=O)[O-]', 'NNC(=O)[O-]', 'NNC(=O)[O-]']",2,"[-1, -1, -1]",0.25273406472143983
MATFOF,0,C17H14Br2FeN6,40,"['[Br-]', '[Br-]', 'c1ccc(-c2cccc(C(n3cccn3)n3cccn3)n2)nc1']",2,"[-1, -1, 0]",0.24735875048597383
QIJKON,0,C19H15FeN3S2,40,"['S=C1C=CC=CC1=NC=C[N-]c1ccccc1[S-]', 'c1ccncc1']",2,"[-2, 0]",0.07211404802576543
HAYVUC,0,C6H9FeI2NO3,22,"['CCCN', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[I-]', '[I-]']",2,"[0, 0, 0, 0, -1, -1]",1.7130903480546944
FUJVEL,0,C11H15FeO4PS2,34,"['CCOP(=S)([S-])OCC', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.999953184767129
AROBIS,0,C12H16FeN2O8S2,41,"['Cc1cccnc1S(=O)(=O)[O-]', 'Cc1cccnc1S(=O)(=O)[O-]', 'O', 'O']",2,"[-1, -1, 0, 0]",1.3060054362948044
QEKLEY,0,C14H9ClFeO3S2,30,"['S=C([S-])Oc1ccc(Cl)cc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.19890188864412
GEJVAU,0,C8H7FeIO2,19,"['C1=C[CH-]CC=C1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, -1]",0.07368330318930899
QIXCUX,0,C13H20Cl2FeN2O3,41,"['CO', 'COC(=O)C1CCCN1Cc1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.2667560210571825
KULMOT,0,C11H19FeIN6S2,40,"['CCSC(=N)N=NC(C)=CC(C)=NN=C([NH-])SCC', '[I-]']",2,"[-1, -1]",0.5440060346933355
WEHWAI,-1,C11H21Cl3FeN3(1-),39,"['Cc1c(C)n(C(C)C)c(=N)n1C(C)C', '[Cl-]', '[Cl-]', '[Cl-]']",2,"[0, -1, -1, -1]",-0.6603549023066801
DAZGUK,0,C18H26FeN2,47,"['CN(C)CCN(C)C', '[c-]1ccccc1', '[c-]1ccccc1']",2,"[0, -1, -1]",-0.9100756190319157
GAYZEL,0,C4H8FeN2O6S2,23,"['NC(=S)C(=O)[O-]', 'NC(=S)C(=O)[O-]', 'O', 'O']",2,"[-1, -1, 0, 0]",0.30279001533376065
IRENIF,-1,C18H11FeN6(1-),36,"['[C-]#N', '[C-]#N', '[C-]#N', 'c1ccc(-c2cccc(-c3ccccn3)n2)nc1']",2,"[-1, -1, -1, 0]",0.8548352913482018
LUCVUD,0,C14H10BrFeN3O3,32,"['CC#N', 'O=[C-]Nc1nccc2ccccc12', '[Br-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, -1, 0, 0]",1.3707742701543892
HUYDUB,1,C21H17FeN4S4(1+),47,"['C(Sc1ccccn1)#Sc1ccccn1', 'S=c1cccc[n-]1', 'S=c1cccc[nH]1']",2,"[0, -1, 0]",0.32851855506653377
OTIWIA,0,C16H23FeIN2O,44,"['CN1[C]N(C)C=C1', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[I-]']",2,"[0, -1, 0, -1]",0.160711978651422
DUFKUN,0,C14H14FeN2O7,38,"['Cc1c(O)c(=O)ccn1C', 'O', 'O=C([O-])c1cccc(C(=O)[O-])n1']",2,"[0, 0, -2]",0.4572087871234645
QOBGIZ,0,C8H16FeN2O8,35,"['CON=C(C)C(=O)[O-]', 'CON=C(C)C(=O)[O-]', 'O', 'O']",2,"[-1, -1, 0, 0]",0.848580809087818
DECRAG,0,C21H20Cl2FeN4,48,"['[C]1N(Cc2ccccc2)C=CN1CN1[C]N(Cc2ccccc2)C=C1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.15707381777952562
NAHGIQ,0,C20H24Cl2FeN2,49,"['CC(=NC(C)c1ccccc1)C(C)=NC(C)c1ccccc1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.17572295128114207
OQAGIZ,-1,C21H17FeN6OS3(1-),49,"['CCOC(c1ccccn1)(c1ccccn1)c1ccccn1', '[N-]=C=S', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1, -1]",0.343967502845209
DEKFAD,0,C10H7FeIO3S,23,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[CH2-]Sc1ccccc1', '[I-]']",2,"[0, 0, 0, -1, -1]",1.398921219559673
VUDJOW,-1,C19H10F5FeI2N4(1-),41,"['Fc1c(F)c(F)c(C(N=Nc2ccccc2)=N[N-]c2ccccc2)c(F)c1F', '[I-]', '[I-]']",2,"[-1, -1, -1]",0.047876281071402016
QIFBOW,0,C21H21Cl2FeN2P,48,"['C[P+](C)([N-]N=C(c1ccccc1)c1ccccc1)c1ccccc1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.6828733595108114
DECKED,0,C11H19Br2FeN2P,36,"['CC(C)P(Nc1ccccn1)C(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.07977640813467152
OTIXAT,0,C15H22FeIN3O,43,"['CC(C)c1[c-][n+](C(C)C)nn1C', '[C-]#[O+]', '[I-]', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",-0.05704806475091234
VEKNAA,-1,C4H12ClFeO4P2S4(1-),28,"['COP(=S)([S-])OC', 'COP(=S)([S-])OC', '[Cl-]']",2,"[-1, -1, -1]",-0.15929766396143846
KISQOW,0,C16H15Cl2FeN3O,38,"['COc1ccccc1-c1ccn(Cc2ccccn2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.3521174723142993
JICBOQ,0,C16H19Br2FeN3,41,"['C#CCn1nc(-c2cccc(C)n2)cc1C(C)(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.4881590778570393
OTIWOG,0,C17H25FeIN2O,47,"['CC(C)CN1[C]N(CC(C)C)C=C1', '[C-]#[O+]', '[I-]', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",0.06125318404286145
GESKEX,0,C17H21FeN2O6PS,49,"['COP(OC)OC', 'O=[C-]Cc1cccc(CO)n1', '[C-]#[O+]', '[S-]c1ccccn1']",2,"[0, -1, 0, -1]",1.0534099000352855
FIKSOL,0,C15H12FeINO2S,33,"['[C-]#[O+]', '[C-]#[O+]', '[CH2-]c1ccccc1SCc1ccccn1', '[I-]']",2,"[0, 0, -1, -1]",1.0329233040647974
LUHNUA,0,C18H17Cl2FeN3,41,"['[Cl-]', '[Cl-]', 'c1ccc(N(Cc2ccccn2)Cc2ccccn2)cc1']",2,"[-1, -1, 0]",0.0421804024658588
ZUBGUB,0,C11H12FeO3SSe,29,"['CC(C)SC(=O)[Se-]', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.7719018497349077
FINKOC,0,C19H12FeN2O3Si,38,['[O-]c1ccccc1C=NCCN=CC1=CC=C=C=C1O[Si]1([O-])C2=C=C21'],2,[-2],0.4528778890236456
LODSOQ,0,C14H12FeN6O2S2,37,"['N#Cc1cccnc1', 'N#Cc1cccnc1', 'O', 'O', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.6026700473501421
AHOLIV,0,C14H9FeNO2,27,"['[C-]#Cc1ccncc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.3656811709018209
HIGGOV,0,C12H16FeN6O2S2,39,"['Cc1cnccn1', 'Cc1cnccn1', 'O', 'O', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.6762201263674503
VULGUH,-1,C21H15FeN6O2S3(1-),48,"['CC(=O)OC(c1ccccn1)(c1ccccn1)c1ccccn1', '[N-]=C=S', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1, -1]",0.3019630703083605
EDIPAM,0,C17H21FeNO7,47,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[CH2-]C(=C(C)[CH-]C(=O)OCC)N1C(=O)OCC1C(C)C']",2,"[0, 0, 0, -2]",1.8657174419496643
QEVFOQ,0,C11H14ClFeO2P,30,"['CC(C)(C)[P-]Cl', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.7421775224446827
YESBOR,0,C11H9FeN3O5,29,"['CC(=O)OC1=CC=CCC1N=N[N-2]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.4049070700729984
YOVRIK,0,C10H16FeN2O9,38,"['O', 'O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O']",2,"[0, -2]",0.4244059087266148
JEFJEN,0,C15H19Cl2FeN3,40,"['Cc1cccc(CN(C)Cc2cccc(C)n2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.22373267807338754
FIKSUR,0,C22H18FeINO2S2,47,"['Cc1ccc(SCc2cccc(CSc3ccccc3[C-]=O)n2)cc1', '[C-]#[O+]', '[I-]']",2,"[-1, 0, -1]",0.7155197244809608
DECKUT,0,C11H19Cl2FeN2PS,37,"['CC(C)P(=S)(Nc1ccccn1)C(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.14303851843107546
QEBVUR,0,C20H18Cl2FeN2,43,"['[Cl-]', '[Cl-]', 'c1ccc(CN2Cc3ccccc3-c3ccccc3C2)nc1']",2,"[-1, -1, 0]",0.2310672508050658
VIRWEZ,0,C20H24Cl2FeN2,49,"['Cc1cc(C)c(N=CC=Nc2c(C)cc(C)cc2C)c(C)c1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.6328765994505969
ITIGAU,0,C11H8FeINO5,27,"['COc1cccc(C[C-]=O)n1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, 0, -1]",1.55433098677216
BETCIP,0,C19H19Cl2FeN3O,45,"['COc1ccccc1N(Cc1ccccn1)Cc1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.31324177011118054
TALFOB,0,C21H21FeN2O2P,48,"['CN(C)N([C-]=O)P(c1ccccc1)c1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.20124362692836045
JANVIE,0,C20H21FeNO2,45,"['CC(=C=O)C=[C-]N(C)c1c(C)cccc1C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",-0.08994927896495158
SOWQUT,0,C16H21Br2FeN3,43,"['C=CCn1nc(-c2cccc(C)n2)cc1C(C)(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.37204896068083554
WEXVAW,0,C18H19FeNOS4,44,"['CN(CCSc1ccccc1[S-])CCSc1ccccc1[S-]', '[C-]#[O+]']",2,"[-2, 0]",0.40470605416150623
VIZXIL,0,C17H14FeO4,36,"['COC(=O)C=[C-]c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.06540584539435895
FONRIJ,1,C9H8FeNO2(1+),21,"['[C-]#[N+]C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",2.1134875261401573
JILSUS,0,C16H12FeO2S4,35,"['[C-]#[O+]', '[C-]#[O+]', '[S-]c1ccccc1SCCSc1ccccc1[S-]']",2,"[0, 0, -2]",0.8386236442642143
FORWEO,0,C15H10FeO3,29,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', 'c1ccc2c[cH-]cc[cH-]c-2cc1']",2,"[0, 0, 0, -2]",0.4281368570030784
KIXVUJ,1,C19H19ClFeN5O(1+),46,"['NC(=O)c1cccc(CN(Cc2ccccn2)Cc2ccccn2)n1', '[Cl-]']",2,"[0, -1]",0.20606855942317442
RIDHIW,0,C19H18BFeO2P,42,"['[BH3-]P(c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.6879151709692681
VIVKOB,0,C18H11ClFeO4,35,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[O-][C-](C=Cc1ccccc1Cl)c1ccccc1']",2,"[0, 0, 0, -2]",1.2835186576496758
ETUSOC,0,C10H10FeN4O10,35,"['O', 'O', 'O=C([O-])c1nc[nH]c1C(=O)O', 'O=C([O-])c1nc[nH]c1C(=O)O']",2,"[0, 0, -1, -1]",0.7504131359045327
CETZOS,0,C11H15BrFeN3O3P,35,"['CP(C)C', 'Nc1cccc(N[C-]=O)n1', '[Br-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, -1, 0, 0]",1.1863632631773846
SOWTEG,0,C17H25Br2FeN3,48,"['CCCCn1nc(-c2cccc(C)n2)cc1C(C)(C)C', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.40083804741005286
WELFEZ,0,C13H22FeO2Si3,41,"['C[Si-](C)[Si](C)(C)[Si](C)(C)[c-]1cccc1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0]",0.17069863964414705
UFOKAC,0,C18H17Cl2FFeN4,43,"['Fc1cccc(CN(Cc2ccccn2)Cc2ccccn2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.19189892449970697
FOBREV,0,C16H14F6FeN2O2S2,43,"['Cc1nc(C=C([O-])C(F)(F)F)sc1C', 'Cc1nc(C=C([O-])C(F)(F)F)sc1C']",2,"[-1, -1]",0.11002081446103579
RAXPUB,0,C16H12FeN2O2,33,"['[C-]#[O+]', '[C-]#[O+]', '[c-]1ccnn1-c1ccccc1', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",1.1793003504684714
AQUWEP,0,C18H16BrCl2FFeN4,43,"['Fc1cccc(CN(Cc2ccccn2)Cc2cccc(Br)n2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.08740556573385999
LIRFOI,0,C11H10FeO6,28,"['COC(=O)[c-]1cccc1', 'CO[C-]=O', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",0.7227043583756225
POHTUB,0,C20H21FeNO3,46,"['[C-]#[O+]', '[C-]#[O+]', '[CH2-]C1CC(c2c(C)cc(C)cc2C)=NO1', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",1.2132221974657502
FUGNOL,0,C18H12Cl2FeN2,35,"['[Cl-]', '[Cl-]', 'c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1']",2,"[-1, -1, 0]",0.18514646846997246
KICSAQ,0,C13H15FeN3O,33,"['CC(=[C-]C#N)N[C]N(C)C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",-0.4909574773138525
IVUMUJ,1,C13H15FeN2O3(1+),34,"['CN1[C]N(CCO)C=C1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.6607130089360973
XEFWOV,0,C20H13Br2Cl2FeN3,41,"['CC(=Nc1c(Br)cccc1Br)c1ccc2ccc3cccnc3c2n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.4312928132334147
IYUJES,0,C22H19BClFeNO2,47,"['Cc1ccc([C-](N=BCl)c2ccc(C)cc2)cc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.42985103293243726
CIVLEZ,0,C21H18Cl2FeN4O,47,"['CO', 'Cc1ccc2ccc3ccc(-c4nc5ccccc5[nH]4)nc3c2n1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.3461168542020639
ZEXDOV,0,C16H20FeO6,43,"['CC(C)(C)Oc1[cH-]c(=O)[cH-]c1OC(C)(C)C', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.5439539943285003
ZUJRAZ,0,C23H18FeN4O2,48,"['[O-]c1ccccc1C=Nc1ccccc1N=Cc1ccccc1[O-]', 'c1c[nH]cn1']",2,"[-2, 0]",0.1388089055747928
GEQTUS,0,C12H28Cl2FeN2,45,"['CN(CCN(C)C(C)(C)C)C(C)(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.44370775088368913
HEYPAC,-1,C16H17FeN4S4(1-),42,"['N#[N+][N-2]', '[S-]c1ccccc1SCCNCCSc1ccccc1[S-]']",2,"[-1, -2]",-0.24119035586002563
WEDGAO,0,C20H16FeN6O4,47,"['O=C([O-])c1cnccn1', 'O=C([O-])c1cnccn1', 'c1ccncc1', 'c1ccncc1']",2,"[-1, -1, 0, 0]",0.7223060920211759
BOKKUH,1,C9H8FeN3O2(1+),23,"['[C-]#[O+]', '[C-]#[O+]', 'c1c[nH]nn1', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.5422405918207713
DONFOC,0,C21H17Cl2FeN3O2,46,"['CO', 'Cc1ccc2oc(-c3ccc4ccc5cccnc5c4n3)nc2c1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.34427887792390416
LEXLUW,0,C13H12FeO4,30,"['CC(=O)[CH-]C=C1C=CCC[CH-]1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.1463458815311014
ZAZNOD,-1,C21H18FeNS3(1-),44,['[S-]c1ccccc1CN(Cc1ccccc1[S-])Cc1ccccc1[S-]'],2,[-3],-0.49428995090131095
TCFCPC,0,C12H12FeO8,33,"['COC(=O)[CH-]CC[CH-]C(=O)OC', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0, 0]",2.5767429027910698
WAJPAA,1,C12H7FeO3(1+),23,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[c-]2cccc2c1']",2,"[0, 0, 0, -1]",1.0265980524754432
GIJGIP,0,C12H30Br2FeP2,47,"['CCP(CC)CC', 'CCP(CC)CC', '[Br-]', '[Br-]']",2,"[0, 0, -1, -1]",0.06827738109785636
GAVXIK,0,C16H15FeNO4,37,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[CH2-]C=C([CH2-])C(=O)NC(C)c1ccccc1']",2,"[0, 0, 0, -2]",1.6035279238595554
RIDJAQ,1,C20H18FeO2P(1+),42,"['CP(c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.9379375191109325
CINDEL,1,C20H18FeN3O(1+),43,"['CN1[C]N(Cc2ccccn2)c2ccccc21', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, -1]",0.7915015411130504
HOZRIX,0,C14H18FeO8,41,"['CC(C)(C)O[C-]=O', 'CC(C)(C)O[C-]=O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0, 0, 0]",2.319412284415579
COSDFE,0,C8H12FeO2S4,27,"['[C-]#[O+]', '[C-]#[O+]', '[S-]CCSCCSCC[S-]']",2,"[0, 0, -2]",-0.094042963000666
JEDLIN,0,C17H7FeN5O3,33,"['N#C[C-]1CC2C=C[CH-]C1C(C#N)(C#N)C2(C#N)C#N', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",2.446299427818314
BUKHIY,0,C15H18FeO3,37,"['CC(=O)[CH-]C=C1C(C)=C[CH-]CC1(C)C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0]",1.5844909837461738
CUCVON,1,C16H14BrFeN2O2S(1+),37,"['CSc1ccccc1N=Cc1cccc(C)n1', '[Br-]', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, 0, 0]",2.013109878470922
PASPEE,0,C15H19FeO6P,42,"['COP(OC)OC', 'C[C-]([O-])C=Cc1ccccc1', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -2, 0, 0]",1.1124482720496267
ZEGJOK,1,C25H20FeO2P(1+),49,"['[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, 0, -1, 0]",2.14191813861356
NUMBEC,0,C17H20FeN6S2,46,"['NCCCN(Cc1ccccn1)Cc1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.2225960531315126
ZISYIL,1,C15H13FeO4(1+),33,"['COc1ccc(C=O)cc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.3912374895421065
IQICIV,1,C10H9FeO5(1+),25,"['C=CC=CC=C(OC)O[C-]=O', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, 0, 0]",0.6934110473205821
YAKYAM,0,C14H21FeINO3P,42,"['CCP(CC)CC', 'Cc1cccc([O-])n1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[0, -1, 0, 0, -1]",1.275009117408861
RIGLIC,0,C16H15FeNO4,37,"['C=C([CH2-])[CH-]C(=O)NC(C)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",2.003696707377217
VAKDUG,0,C11H9FeNO2S,25,"['CSC=C(C#N)[C-]=O', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",0.5566216235194836
YAMDEW,0,C8H2FeO7,18,"['C=C([C-]=O)O[C-]=O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0, 0]",2.5060387688510186
POGXUG,0,C18H14FeN8S2Se2,45,"['Nc1nc(-c2ccccn2)cs1', 'Nc1nc(-c2ccccn2)cs1', '[N-]=C=[Se]', '[N-]=C=[Se]']",2,"[0, 0, -1, -1]",0.23248710264396683
EWALET,0,C16H11FeNO4,33,"['[C-]#[O+]', '[C-]#[O+]', '[CH2-]N1C(=O)c2ccccc2C1=O', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",0.4070895960090118
FIFBUR,0,C10H8FeO6,25,"['COC(=O)[CH-]C=C[CH-]C=O', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.503932879167549
DUZPAP,0,C13H9BFeO3,27,"['[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', 'c1ccc(-[b-]2cc[cH-]c2)cc1']",2,"[0, 0, 0, -2]",0.8356282958870638
CORSAG,0,C14H18Cl2FeN4,39,"['CN(C)C(=Nc1cccc2cccnc12)N(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.05074690540249199
TEDGIS,0,C21H21FeOP,45,"['[C-]#[O+]', '[CH3-]', 'c1ccc(P(CC[c-]2cccc2)c2ccccc2)cc1']",2,"[0, -1, -1]",0.6026105791438903
PUJYOI,1,C16H14FeNO2(1+),34,"['[C-]#[O+]', '[C-]#[O+]', '[C-](CC[c-]1cccc1)=[NH+]c1ccccc1']",2,"[0, 0, -1]",2.006104718734843
NOYZAE,0,C18H14BrFeNO6,41,"['COc1ccc(COc2cccc(C[C-]=O)n2)cc1', '[Br-]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0, 0]",1.4594881469555954
LIRFEY,0,C9H7FeIO4,22,"['COC(=O)c1cc[cH-]c1', '[C-]#[O+]', '[C-]#[O+]', '[I-]']",2,"[-1, 0, 0, -1]",0.9032266198091177
MIFRIF,0,C16H16Cl2FeN6S2,43,"['Clc1ccnc(CNCCNCc2cc(Cl)ccn2)c1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.13635124018222805
WAWYOI,0,C14H13FeNO5,34,"['COC(=O)[CH-]C=C[CH-]C=O', '[C-]#[O+]', '[C-]#[O+]', 'c1ccncc1']",2,"[-2, 0, 0, 0]",1.5144163515079236
FOYHIK,0,C18H24FeO4,47,"['[C-]#[O+]', '[C-]#[O+]', '[CH2-]C(OCC)C1C(=O)CCCC1C', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",0.670915027906777
ISINAA,1,C10H14FeNO2(1+),28,"['CCCN', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.061121614917847
RECVUT,0,C17H23FeN7,48,"['CC1=NCCNCCNCCN=C(C)c2cccc1n2', '[C-]#N', '[C-]#N']",2,"[0, -1, -1]",0.3637645640928085
ACOFAZ,0,C13H15FeNO2,32,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#N', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.6096083118585562
VOTJAP,1,C13H15FeO3(1+),32,"['Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, 0, 0, 0]",2.101084757599014
MHCOFE,0,C11H8F6FeO3,29,"['C=C(C)[CH-]CC(F)(F)[C-](F)C(F)(F)F', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",2.0744381502055678
PUTZAF,0,C19H12FeO5,37,"['O=C([CH-]C=C([O-])c1ccccc1)c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.929505071590986
EMUTUB,0,C9H6BCl3FeO3,23,"['Cc1cc[c-]([B-](Cl)(Cl)Cl)c1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",2.1216896266673437
VIBRIK,0,C8H20Cl2FeN2,33,"['CN(C)CC(C)(C)N(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.4119001312444642
CPFSFE,0,C13H5F5FeO4S,29,"['O=S([O-])c1c(F)c(F)c(F)c(F)c1F', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",2.028393371660461
POFYAL,0,C12H14FeN4O6,37,"['Cc1cnc(C(=O)[O-])cn1', 'Cc1cnc(C(=O)[O-])cn1', 'O', 'O']",2,"[-1, -1, 0, 0]",0.870853459627625
FEHKAH,1,C17H14FeN3O3S(1+),39,"['CC#N', 'CSc1ccccc1-c1cccc(N[C-]=O)n1', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, 0, 0]",1.8355711187067623
